id,Loan Amount,Term,State,Annual Income,Income Verification Status,Average Account Balance,Due Amount,Home Ownership,Loan Purpose,Due Settlement,Installment Amount,Payment Plan,Approve Loan
615,10000.0, 60 months,NV,24000.0,Not Verified,20258.0,280.42,OWN,home_improvement,N,280.42,n,0
42,30000.0, 36 months,MS,95000.0,Partially Verified,6905.0,1070.56,MORTGAGE,debt_consolidation,N,1070.56,n,0
2227,8000.0, 36 months,NY,34500.0,Partially Verified,21073.0,118.1,RENT,other,Y,263.78,n,1
5,4000.0, 36 months,FL,45000.0,Partially Verified,1788.0,131.89,RENT,debt_consolidation,N,131.89,n,1
55,13000.0, 36 months,WI,36000.0,Not Verified,2221.0,5597.0,RENT,debt_consolidation,N,515.1,n,0
2360,25000.0, 36 months,WA,110000.0,Not Verified,21204.0,19396.57,MORTGAGE,debt_consolidation,N,777.55,n,1
987,14475.0, 36 months,OH,59400.0,Not Verified,2087.0,537.87,RENT,debt_consolidation,N,537.87,n,0
511,21000.0, 36 months,DE,85000.0,Not Verified,7015.0,759.1,OWN,credit_card,N,759.1,n,0
1378,12000.0, 60 months,NC,118000.0,Not Verified,20611.0,50.0,MORTGAGE,debt_consolidation,Y,298.17,n,0
1994,25000.0, 36 months,HI,80000.0,Not Verified,6584.0,824.29,RENT,credit_card,Y,824.29,n,1
1763,6400.0, 36 months,NY,180000.0,Partially Verified,28862.0,1323.13,RENT,debt_consolidation,N,211.02,n,1
1485,7000.0, 36 months,MI,18600.0,Verified,811.0,230.64,RENT,debt_consolidation,N,230.64,n,1
1961,18700.0, 60 months,NY,60000.0,Partially Verified,25085.0,557.25,RENT,debt_consolidation,Y,562.55,n,0
893,10000.0, 36 months,CA,85000.0,Partially Verified,4503.0,392.28,RENT,other,Y,392.28,n,0
1992,33100.0,,MD,72000.0,Verified,2711.0,294.69,RENT,major_purchase,N,1196.48,n,0
1711,11500.0, 36 months,WI,103000.0,,20169.0,7259.36,MORTGAGE,credit_card,N,378.9,n,1
473,12600.0, 60 months,CA,68000.0,Not Verified,2874.0,10044.56,RENT,debt_consolidation,N,276.73,n,1
1756,10000.0, 36 months,MI,41000.0,Not Verified,5639.0,369.98,MORTGAGE,home_improvement,Y,361.48,n,0
985,10000.0, 36 months,MD,72000.0,Not Verified,20767.0,329.24,MORTGAGE,car,N,329.24,n,1
551,12500.0, 36 months,AZ,54054.0,Verified,,7030.59,RENT,debt_consolidation,N,,n,1
2136,17600.0, 36 months,CA,40000.0,Not Verified,2800.0,636.2,RENT,debt_consolidation,Y,636.2,n,0
66,6000.0, 36 months,CO,37000.0,Partially Verified,4398.0,197.83,MORTGAGE,debt_consolidation,N,197.83,n,1
1266,36000.0, 60 months,FL,150000.0,Not Verified,4293.0,800.0,MORTGAGE,home_improvement,N,791.56,n,1
718,15000.0, 60 months,CA,99700.0,Not Verified,23604.0,431.44,RENT,debt_consolidation,Y,431.44,n,0
1236,7200.0, 36 months,AR,49000.0,Partially Verified,19046.0,50.0,MORTGAGE,debt_consolidation,Y,223.94,n,1
140,19000.0, 60 months,NE,80000.0,Not Verified,20527.0,17472.0,MORTGAGE,debt_consolidation,N,417.77,n,1
1097,7200.0, 36 months,CA,60000.0,Verified,9110.0,237.23,OWN,vacation,Y,237.23,n,1
1516,31425.0, 36 months,MI,100000.0,Not Verified,31580.0,21385.47,MORTGAGE,other,N,1120.24,n,0
583,25000.0, 36 months,NY,75000.0,Partially Verified,1792.0,823.1,RENT,debt_consolidation,Y,823.1,n,1
2149,35000.0, 60 months,WI,500000.0,Partially Verified,21710.0,32172.09,MORTGAGE,debt_consolidation,,907.73,n,0
1609,7200.0, 36 months,GA,20000.0,Partially Verified,6815.0,237.23,MORTGAGE,credit_card,N,237.23,n,1
1363,30000.0, 36 months,FL,75000.0,Verified,17381.0,989.14,OWN,home_improvement,,989.14,n,1
102,9675.0, 36 months,NJ,,Verified,,319.0,MORTGAGE,debt_consolidation,N,319.0,n,1
2471,19000.0, 60 months,MN,50000.0,Partially Verified,5260.0,18904.35,RENT,home_improvement,N,625.15,n,0
278,10000.0, 60 months,FL,59795.0,Not Verified,2068.0,219.38,RENT,debt_consolidation,N,219.38,n,1
1271,38000.0, 36 months,TN,91500.0,Partially Verified,25986.0,32099.74,MORTGAGE,debt_consolidation,N,1251.11,n,1
185,28000.0, 60 months,UT,90400.0,Partially Verified,9981.0,883.5,MORTGAGE,debt_consolidation,N,883.5,n,0
1570,20000.0, 60 months,MA,65000.0,Verified,1556.0,592.79,RENT,debt_consolidation,Y,592.79,n,0
1302,9100.0, 36 months,OH,26000.0,Verified,1461.0,328.95,MORTGAGE,debt_consolidation,Y,328.95,n,0
2445,20000.0, 36 months,NY,85000.0,Not Verified,1687.0,238.0,RENT,debt_consolidation,Y,658.48,n,1
724,22600.0, 60 months,MO,160000.0,Verified,17003.0,496.36,MORTGAGE,debt_consolidation,N,496.36,n,1
2395,, 36 months,MI,111101.0,Not Verified,10788.0,9187.88,OWN,home_improvement,N,692.4,n,1
19,12000.0, 36 months,NH,130000.0,Partially Verified,39091.0,470.74,MORTGAGE,debt_consolidation,N,470.74,n,0
468,22000.0, 36 months,NC,115000.0,Not Verified,16845.0,662.53,MORTGAGE,debt_consolidation,N,662.53,n,1
54,5400.0, 36 months,TX,65000.0,Verified,2796.0,177.79,RENT,debt_consolidation,Y,177.79,n,1
1554,23000.0, 36 months,IL,78000.0,Partially Verified,3772.0,723.29,MORTGAGE,credit_card,N,723.29,n,1
1621,5000.0, 36 months,CA,90000.0,Not Verified,39767.0,50.0,MORTGAGE,home_improvement,Y,154.94,n,1
2030,6800.0, 36 months,FL,20000.0,Verified,2579.0,50.0,RENT,debt_consolidation,Y,252.68,n,0
2354,18900.0, 36 months,NY,46195.0,Not Verified,1486.0,162.86,RENT,debt_consolidation,,692.71,n,0
1388,35000.0, 36 months,TX,100000.0,Partially Verified,3317.0,50.0,MORTGAGE,home_improvement,Y,1088.56,n,1
2235,35000.0, 36 months,OH,72000.0,Partially Verified,21280.0,1154.0,MORTGAGE,credit_card,,1154.0,n,1
750,23625.0, 60 months,NC,56293.0,Verified,10195.0,50.0,MORTGAGE,debt_consolidation,Y,587.02,n,0
1147,23000.0, 36 months,NY,69000.0,Partially Verified,3627.0,819.9,RENT,debt_consolidation,Y,819.9,n,0
82,15000.0, 36 months,NY,70000.0,Partially Verified,19772.0,519.3,MORTGAGE,home_improvement,N,494.57,n,1
2421,14000.0, 36 months,IN,65000.0,Partially Verified,8702.0,433.82,RENT,house,,433.82,n,1
2454,10000.0, 36 months,NY,40000.0,Verified,23935.0,324.98,MORTGAGE,debt_consolidation,Y,324.98,n,1
2466,5600.0, 36 months,NJ,56000.0,Partially Verified,3847.0,2.58,MORTGAGE,debt_consolidation,N,184.38,n,1
1713,15000.0, 36 months,CA,50000.0,Verified,,494.22,OWN,debt_consolidation,,494.22,n,1
1122,15900.0, 60 months,OK,65000.0,Not Verified,24443.0,471.27,OWN,debt_consolidation,N,471.27,n,0
1656,11000.0,,AZ,55000.0,Verified,3106.0,285.0,RENT,credit_card,Y,362.69,n,1
689,3000.0, 36 months,NH,64000.0,Not Verified,3819.0,2172.26,RENT,car,N,92.62,n,1
1069,8000.0, 36 months,NC,44200.0,Not Verified,14288.0,5374.95,MORTGAGE,home_improvement,N,250.66,n,1
214,14000.0, 36 months,WI,128500.0,Partially Verified,45194.0,11529.7,MORTGAGE,credit_card,N,421.61,n,1
2155,18000.0, 60 months,CA,150000.0,Verified,39397.0,447.25,MORTGAGE,home_improvement,Y,447.25,n,0
1327,3000.0, 36 months,MI,42000.0,Partially Verified,2048.0,97.5,RENT,credit_card,Y,97.5,n,1
2210,15000.0, 60 months,AL,70000.0,Not Verified,4549.0,389.03,RENT,home_improvement,Y,389.03,n,0
1076,22000.0, 36 months,CA,50000.0,Partially Verified,1545.0,50.0,RENT,debt_consolidation,Y,863.01,n,0
2439,12000.0, 36 months,TN,75000.0,Not Verified,,377.37,MORTGAGE,debt_consolidation,N,377.37,n,1
315,4800.0, 36 months,NY,52000.0,Partially Verified,783.0,173.51,MORTGAGE,home_improvement,N,173.51,n,0
1418,, 36 months,TX,47000.0,Partially Verified,5653.0,611.26,RENT,debt_consolidation,Y,611.26,n,0
159,9150.0, 36 months,CA,36000.0,Partially Verified,875.0,6754.9,RENT,other,N,362.55,n,0
1449,10000.0, 36 months,FL,61000.0,Partially Verified,796.0,356.48,RENT,other,N,356.48,n,0
318,19000.0, 36 months,OH,59858.0,Partially Verified,11201.0,686.81,OWN,debt_consolidation,Y,686.81,n,0
717,5000.0, 36 months,CA,35000.0,,1702.0,50.0,RENT,other,Y,200.1,n,0
2563,17000.0, 60 months,CA,60000.0,Partially Verified,2218.0,50.0,RENT,debt_consolidation,Y,431.6,n,0
190,14400.0, 36 months,NY,50000.0,Partially Verified,,474.79,,home_improvement,Y,474.79,n,1
598,12350.0, 36 months,AZ,60000.0,Not Verified,24415.0,440.25,MORTGAGE,debt_consolidation,Y,440.25,n,0
978,, 36 months,HI,56000.0,Partially Verified,,6625.89,RENT,other,N,361.38,n,1
1757,5200.0, 36 months,WI,62000.0,Partially Verified,21607.0,168.99,MORTGAGE,debt_consolidation,N,168.99,n,1
1881,35000.0, 60 months,CA,125000.0,Verified,16534.0,888.58,RENT,small_business,Y,888.58,n,0
1770,3000.0, 36 months,NE,56000.0,Partially Verified,3767.0,94.35,MORTGAGE,home_improvement,Y,94.35,n,1
811,18000.0, 60 months,NM,,Partially Verified,44582.0,447.25,MORTGAGE,home_improvement,N,447.25,n,0
534,20000.0, 36 months,AL,60200.0,Not Verified,11517.0,733.02,MORTGAGE,debt_consolidation,Y,733.02,n,0
479,12000.0, 60 months,IL,69000.0,Verified,19512.0,384.5,MORTGAGE,debt_consolidation,N,384.5,n,0
974,3000.0, 36 months,CO,78000.0,Partially Verified,,1983.08,MORTGAGE,home_improvement,N,90.35,n,1
2226,16000.0,,NY,120000.0,Partially Verified,1281.0,527.16,RENT,credit_card,Y,527.16,n,1
726,18550.0, 36 months,MA,62000.0,Verified,7100.0,1374.61,RENT,debt_consolidation,Y,670.54,n,0
1927,29400.0, 60 months,WA,,Partially Verified,8660.0,871.4,RENT,debt_consolidation,Y,871.4,n,0
1771,7500.0, 36 months,TN,64700.0,Not Verified,7839.0,234.99,MORTGAGE,credit_card,N,234.99,n,1
1431,15000.0, 36 months,IL,85000.0,Not Verified,4316.0,463.09,RENT,debt_consolidation,Y,463.09,n,1
1624,20000.0, 36 months,NV,85000.0,Verified,2239.0,722.95,RENT,debt_consolidation,Y,722.95,n,0
1008,15000.0, 36 months,NJ,70000.0,Partially Verified,4659.0,494.57,RENT,debt_consolidation,Y,494.57,n,1
2231,28000.0, 36 months,WA,78000.0,Not Verified,6703.0,7929.46,MORTGAGE,debt_consolidation,N,909.94,n,1
408,7500.0, 36 months,ME,36400.0,Verified,4860.0,,MORTGAGE,debt_consolidation,N,274.89,n,0
1412,14000.0, 36 months,NY,75000.0,Partially Verified,3527.0,50.0,RENT,debt_consolidation,Y,461.6,n,1
219,12000.0, 36 months,MA,81200.0,Partially Verified,2358.0,373.22,MORTGAGE,credit_card,Y,373.22,n,1
383,28800.0, 36 months,MI,75000.0,Verified,5833.0,1055.55,RENT,credit_card,Y,1055.55,n,0
1295,15800.0,,GA,41600.0,Verified,1304.0,12567.97,MORTGAGE,debt_consolidation,N,587.11,n,0
272,3600.0, 36 months,FL,80000.0,Not Verified,13888.0,118.62,,home_improvement,N,118.62,n,1
1944,12000.0, 60 months,MS,87500.0,Partially Verified,1050.0,378.65,OWN,debt_consolidation,N,378.65,n,0
1432,20000.0, 36 months,IN,84000.0,Partially Verified,22646.0,6913.93,MORTGAGE,major_purchase,N,658.48,n,1
813,6000.0, 36 months,NC,45000.0,Partially Verified,9726.0,216.89,OWN,medical,Y,216.89,n,0
866,29850.0, 36 months,CA,88000.0,,109013.0,200.0,MORTGAGE,home_improvement,Y,1151.45,n,0
1732,15000.0, 36 months,WY,85000.0,Partially Verified,34426.0,487.47,OWN,debt_consolidation,,487.47,n,1
2382,24000.0, 60 months,IL,95000.0,Partially Verified,3191.0,50.0,RENT,debt_consolidation,Y,635.72,n,0
268,21100.0, 36 months,NJ,140000.0,Not Verified,1415.0,9901.94,OWN,debt_consolidation,N,695.7,n,1
481,19200.0, 60 months,FL,175000.0,Partially Verified,25575.0,552.24,OWN,home_improvement,N,552.24,n,0
2004,, 36 months,NY,18000.0,Verified,2659.0,50.0,RENT,other,Y,261.44,n,0
1860,9600.0, 36 months,IL,,Verified,2510.0,50.0,RENT,credit_card,Y,301.9,n,1
2063,8000.0, 36 months,NM,90000.0,Partially Verified,2928.0,263.39,RENT,credit_card,Y,263.39,n,1
1845,11000.0, 36 months,OR,76500.0,Partially Verified,4376.0,345.92,ANY,medical,N,345.92,,1
347,35000.0, 60 months,TX,165000.0,Partially Verified,2603.0,869.66,MORTGAGE,debt_consolidation,N,869.66,n,0
1700,18000.0, 60 months,MA,124000.0,Not Verified,3688.0,50.0,RENT,debt_consolidation,Y,395.33,n,1
590,12000.0, 60 months,VA,65000.0,Verified,22483.0,394.46,MORTGAGE,debt_consolidation,,394.46,,0
1300,15000.0, 60 months,TX,48000.0,Verified,14282.0,485.5,,debt_consolidation,Y,431.44,n,0
1151,16000.0, 60 months,CA,75000.0,Verified,26628.0,351.81,RENT,debt_consolidation,N,351.81,n,1
89,40000.0, 36 months,WA,120000.0,Verified,33273.0,1239.48,MORTGAGE,debt_consolidation,N,1239.48,n,1
1428,35000.0, 60 months,FL,85400.0,Verified,3686.0,1149.42,RENT,other,Y,1149.42,n,0
644,16000.0, 36 months,WA,125000.0,Partially Verified,49716.0,7238.71,MORTGAGE,credit_card,N,503.16,n,1
760,6000.0, 36 months,TX,48000.0,Verified,1789.0,1903.43,RENT,debt_consolidation,N,197.83,n,1
177,20000.0, 36 months,AK,79646.4,Partially Verified,16464.0,745.68,MORTGAGE,credit_card,Y,712.96,n,0
823,20000.0, 36 months,MI,81500.0,Verified,5072.0,733.02,RENT,debt_consolidation,Y,733.02,n,0
1506,24000.0, 36 months,IL,110000.0,Not Verified,10780.0,24291.01,MORTGAGE,home_improvement,N,740.95,n,1
2287,5000.0, 36 months,NY,108000.0,Partially Verified,3398.0,157.24,RENT,other,Y,157.24,n,1
1117,4800.0, 36 months,NC,64000.0,Partially Verified,18645.0,150.95,MORTGAGE,debt_consolidation,Y,150.95,n,1
2279,20000.0, 36 months,CA,70000.0,Verified,3486.0,628.95,RENT,debt_consolidation,Y,628.95,n,1
1936,25000.0, 36 months,PA,70000.0,Not Verified,3734.0,980.7,ANY,debt_consolidation,Y,980.7,n,0
1195,20800.0, 36 months,CA,52000.0,Verified,4637.0,800.72,OWN,debt_consolidation,Y,772.9,n,0
785,24000.0, 36 months,NV,45000.0,Verified,19355.0,941.47,RENT,debt_consolidation,Y,941.47,n,0
2,2500.0, 36 months,NY,48987.36,Not Verified,56614.0,82.43,MORTGAGE,other,N,,n,1
1199,18475.0, 36 months,FL,42000.0,Verified,40872.0,224.0,MORTGAGE,debt_consolidation,Y,686.51,n,0
1783,30000.0, 60 months,VA,265000.0,Partially Verified,20733.0,644.67,MORTGAGE,debt_consolidation,N,644.67,n,1
108,35000.0, 36 months,SC,86000.0,Verified,2573.0,1096.62,MORTGAGE,home_improvement,N,1096.62,n,1
1301,7500.0, 36 months,TN,110000.0,Partially Verified,7899.0,243.74,RENT,medical,N,243.74,n,1
1203,12000.0, 36 months,CA,,Verified,3144.0,427.78,RENT,debt_consolidation,N,427.78,n,0
1648,12000.0, 60 months,NJ,75000.0,Partially Verified,6220.0,298.17,RENT,small_business,Y,298.17,n,0
171,35000.0, 36 months,CA,88000.0,Partially Verified,2296.0,134.97,RENT,debt_consolidation,N,1350.11,n,0
412,, 36 months,FL,234000.0,Verified,,22053.46,MORTGAGE,debt_consolidation,N,1316.95,n,1
1180,4000.0, 36 months,TN,56000.0,Not Verified,438.0,,MORTGAGE,debt_consolidation,Y,130.0,n,1
416,5125.0, 36 months,IN,57000.0,Partially Verified,4375.0,216.14,RENT,debt_consolidation,Y,216.14,n,0
1729,15000.0, 36 months,WI,75000.0,Partially Verified,1913.0,494.57,MORTGAGE,credit_card,N,494.57,n,1
2265,10000.0, 36 months,UT,98000.0,Verified,19788.0,338.16,MORTGAGE,car,Y,329.72,n,1
364,29200.0, 36 months,OR,72000.0,Not Verified,18125.0,100.0,MORTGAGE,debt_consolidation,Y,1070.21,n,0
2056,3500.0, 36 months,NY,,Verified,3552.0,135.02,RENT,house,N,135.02,n,0
740,9900.0, 36 months,CA,46373.0,Verified,9694.0,413.2,RENT,debt_consolidation,Y,413.2,n,0
73,, 36 months,MO,63000.0,Partially Verified,17941.0,3437.63,MORTGAGE,other,N,200.1,n,0
2038,15000.0, 60 months,TX,98500.0,Verified,3082.0,11730.93,MORTGAGE,debt_consolidation,N,494.0,n,0
2555,17400.0, 36 months,DC,105000.0,Partially Verified,30249.0,572.88,OWN,debt_consolidation,N,572.88,n,1
312,4800.0, 36 months,NY,38500.0,Partially Verified,1269.0,185.16,OWN,credit_card,Y,185.16,n,0
1811,25000.0, 36 months,WA,165000.0,Not Verified,22078.0,7139.03,MORTGAGE,debt_consolidation,N,823.1,n,1
856,24000.0, 60 months,MO,80000.0,Partially Verified,12585.0,16222.25,MORTGAGE,credit_card,N,526.5,n,1
378,9900.0, 36 months,CA,,Not Verified,1848.0,296.5,RENT,debt_consolidation,Y,311.33,n,1
1256,12000.0, 60 months,FL,110000.0,Partially Verified,4398.0,298.17,RENT,debt_consolidation,Y,298.17,n,0
154,8000.0, 36 months,AZ,62000.0,Not Verified,2504.0,246.99,RENT,major_purchase,N,246.99,n,1
2016,10000.0, 36 months,VA,50000.0,Verified,,329.72,MORTGAGE,debt_consolidation,,329.72,n,1
1781,15000.0, 36 months,OK,61900.0,Not Verified,11732.0,7556.55,MORTGAGE,debt_consolidation,N,466.53,n,1
2521,25000.0, 36 months,ID,63000.0,Not Verified,13267.0,891.2,MORTGAGE,debt_consolidation,Y,891.2,n,0
930,13600.0, 36 months,AL,34000.0,Verified,,491.61,OWN,home_improvement,N,491.61,n,0
1727,4200.0, 36 months,TN,15500.0,Verified,5221.0,149.73,RENT,debt_consolidation,N,149.73,n,0
1359,14000.0, 36 months,NH,57000.0,Not Verified,30240.0,461.27,MORTGAGE,credit_card,N,461.27,n,1
1001,15000.0, 36 months,NV,125000.0,Not Verified,5376.0,487.47,MORTGAGE,debt_consolidation,N,487.47,n,1
1448,15000.0, 36 months,MI,80000.0,Verified,17267.0,50.0,MORTGAGE,debt_consolidation,Y,494.22,n,1
1865,12000.0, 60 months,NC,68000.0,Partially Verified,5736.0,10539.05,MORTGAGE,other,N,298.17,n,0
965,12000.0, 60 months,TX,53000.0,Not Verified,8583.0,263.86,MORTGAGE,credit_card,Y,263.86,n,1
1080,16000.0, 36 months,FL,61200.0,Verified,17780.0,10097.59,MORTGAGE,debt_consolidation,N,527.16,n,1
632,9000.0,,TX,78000.0,Not Verified,10748.0,50.0,MORTGAGE,credit_card,Y,278.89,n,1
1213,5000.0, 36 months,MI,75000.0,Partially Verified,2459.0,185.0,RENT,debt_consolidation,Y,164.62,n,1
955,24000.0, 36 months,NJ,85000.0,Verified,5492.0,426.0,RENT,debt_consolidation,Y,855.55,n,0
178,35000.0, 36 months,MI,100000.0,Verified,26655.0,1300.55,MORTGAGE,debt_consolidation,Y,1300.55,n,0
2025,15000.0, 60 months,WI,50000.0,Partially Verified,2997.0,15205.04,RENT,debt_consolidation,N,489.83,n,0
340,15000.0, 36 months,FL,74245.0,Partially Verified,55635.0,469.98,MORTGAGE,credit_card,N,469.98,n,1
2532,11400.0, 36 months,NJ,30000.0,Partially Verified,1995.0,406.39,RENT,credit_card,N,406.39,n,0
1670,10000.0, 36 months,TX,,Not Verified,5930.0,8542.07,OWN,other,N,309.87,n,1
1989,10000.0, 36 months,WA,30000.0,Verified,2925.0,356.48,RENT,debt_consolidation,Y,356.48,n,0
198,6000.0, 36 months,NY,85000.0,Not Verified,4630.0,194.99,RENT,debt_consolidation,,194.99,n,1
2493,28000.0, 60 months,LA,120000.0,Partially Verified,10290.0,50.0,MORTGAGE,credit_card,Y,741.68,n,0
2128,10000.0, 60 months,MT,58000.0,Not Verified,25895.0,248.48,MORTGAGE,debt_consolidation,Y,248.48,n,0
1332,18450.0, 36 months,CO,41000.0,Verified,5865.0,5.0,RENT,debt_consolidation,Y,676.22,n,0
1166,3500.0, 36 months,VA,76600.0,Not Verified,19494.0,109.67,MORTGAGE,other,N,109.67,n,1
1503,5000.0, 36 months,AZ,83200.0,Not Verified,3217.0,149.25,RENT,debt_consolidation,Y,164.86,n,1
759,16000.0,,WA,,Not Verified,5503.0,7444.82,,debt_consolidation,N,527.16,n,1
170,, 36 months,NC,56000.0,Partially Verified,6447.0,50.0,OWN,debt_consolidation,Y,467.97,n,1
773,13600.0, 60 months,TX,92000.0,Partially Verified,22819.0,381.37,MORTGAGE,debt_consolidation,Y,381.37,n,0
2134,22000.0, 36 months,UT,135000.0,Verified,30998.0,50.0,MORTGAGE,debt_consolidation,Y,691.84,n,1
992,15000.0, 36 months,NY,62000.0,Not Verified,14001.0,487.47,MORTGAGE,debt_consolidation,Y,487.47,n,1
45,15000.0, 60 months,CA,38314.0,Verified,2424.0,329.82,RENT,debt_consolidation,,329.82,n,1
467,21000.0, 36 months,NY,125000.0,Not Verified,7381.0,660.4,RENT,credit_card,N,660.4,n,1
1560,8000.0, 36 months,FL,48000.0,Partially Verified,2454.0,263.39,OWN,debt_consolidation,N,263.39,n,1
1423,12500.0, 36 months,MI,78000.0,Not Verified,2118.0,393.1,OWN,debt_consolidation,N,393.1,n,1
2359,, 60 months,MO,74000.0,Partially Verified,10829.0,17136.46,MORTGAGE,other,N,456.99,n,0
319,8000.0, 36 months,FL,38000.0,Not Verified,2272.0,50.0,RENT,credit_card,Y,259.99,n,1
184,7000.0, 36 months,WA,50000.0,Partially Verified,3910.0,4985.83,RENT,credit_card,,230.47,n,1
2274,2000.0, 36 months,IL,25000.0,Partially Verified,1719.0,120.0,OWN,other,Y,73.31,n,0
1366,, 60 months,CA,65000.0,Partially Verified,21489.0,25.0,MORTGAGE,debt_consolidation,Y,480.03,n,0
1484,6000.0, 36 months,CA,44000.0,Not Verified,3304.0,4898.87,RENT,credit_card,N,197.69,n,1
1679,10000.0, 60 months,WI,40000.0,Partially Verified,16913.0,248.48,MORTGAGE,debt_consolidation,N,248.48,n,0
1338,10000.0, 36 months,CA,90000.0,Partially Verified,937.0,329.48,MORTGAGE,small_business,N,329.48,n,1
839,12000.0, 36 months,NY,54000.0,Verified,,50.0,MORTGAGE,debt_consolidation,Y,395.66,n,1
2262,7200.0, 36 months,MD,,Not Verified,35175.0,237.06,MORTGAGE,home_improvement,Y,237.06,n,1
2144,12000.0, 36 months,PA,78000.0,Verified,4529.0,439.82,RENT,major_purchase,N,439.82,n,0
744,12000.0, 36 months,IL,145000.0,Partially Verified,29009.0,395.66,MORTGAGE,debt_consolidation,,395.66,n,1
539,2100.0, 36 months,MI,40000.0,Not Verified,4452.0,50.0,RENT,credit_card,Y,69.24,n,1
1154,5000.0, 36 months,FL,40000.0,Verified,2502.0,164.62,RENT,debt_consolidation,N,164.62,n,1
801,40000.0, 36 months,KY,85000.0,Verified,24983.0,,MORTGAGE,debt_consolidation,Y,1466.04,n,0
2180,16000.0, 36 months,TX,70000.0,Partially Verified,8954.0,586.42,MORTGAGE,home_improvement,Y,586.42,n,0
1135,12100.0, 36 months,NH,85000.0,Not Verified,42497.0,8025.27,MORTGAGE,debt_consolidation,N,398.38,n,1
210,13450.0, 36 months,IL,55200.0,Partially Verified,5699.0,486.19,RENT,debt_consolidation,Y,486.19,n,0
1569,24000.0, 36 months,NY,85982.0,Not Verified,8269.0,50.0,RENT,debt_consolidation,Y,790.74,n,1
2001,35000.0, 36 months,FL,265000.0,Partially Verified,,1080.54,OWN,credit_card,Y,1080.54,n,1
65,7000.0, 36 months,SC,22600.0,Partially Verified,8565.0,2434.9,MORTGAGE,debt_consolidation,N,230.64,n,1
863,20000.0, 36 months,CA,96000.0,Not Verified,60100.0,7518.05,MORTGAGE,debt_consolidation,N,658.95,n,1
1450,30000.0, 36 months,MI,100000.0,Verified,4761.0,1188.68,RENT,debt_consolidation,Y,1188.68,n,0
1467,22000.0, 36 months,IN,62000.0,Not Verified,13329.0,16137.74,MORTGAGE,debt_consolidation,N,714.96,n,1
203,7000.0, 36 months,CA,57000.0,Not Verified,3933.0,6037.5,OWN,home_improvement,N,227.49,n,1
1132,5000.0, 36 months,ID,22000.0,Partially Verified,2674.0,50.0,OWN,medical,Y,183.26,n,0
1021,15000.0, 60 months,CA,82000.0,Partially Verified,66473.0,372.71,MORTGAGE,credit_card,Y,372.71,n,0
1801,27500.0, 60 months,IN,120000.0,Not Verified,18971.0,590.95,MORTGAGE,credit_card,N,590.95,n,1
1026,25000.0, 36 months,CA,55000.0,Verified,2653.0,980.7,RENT,debt_consolidation,Y,980.7,n,0
2232,17000.0, 36 months,NV,40690.0,Partially Verified,1444.0,606.02,RENT,debt_consolidation,N,606.02,n,0
341,30000.0, 36 months,CA,95000.0,Partially Verified,7016.0,929.61,OWN,debt_consolidation,N,929.61,n,1
1846,10000.0, 60 months,MD,45000.0,Partially Verified,4010.0,300.83,RENT,debt_consolidation,Y,300.83,n,0
1120,12000.0, 60 months,WA,30000.0,Partially Verified,2454.0,361.0,RENT,debt_consolidation,Y,361.0,n,0
372,12000.0, 60 months,MI,52000.0,Verified,12845.0,50.0,MORTGAGE,debt_consolidation,Y,298.17,n,0
576,5000.0, 36 months,AL,108000.0,Not Verified,12164.0,2654.01,MORTGAGE,debt_consolidation,N,154.94,n,1
942,1000.0, 36 months,WI,72500.0,Partially Verified,2830.0,32.5,RENT,credit_card,Y,32.5,n,1
211,8000.0, 36 months,OH,72000.0,Partially Verified,,308.6,MORTGAGE,debt_consolidation,Y,308.6,n,0
520,8500.0, 36 months,PA,39000.0,Partially Verified,6829.0,5810.28,MORTGAGE,debt_consolidation,N,276.24,n,1
939,24000.0, 60 months,IN,70000.0,Not Verified,2619.0,757.29,RENT,home_improvement,Y,757.29,n,0
889,11000.0, 60 months,UT,45000.0,Not Verified,936.0,7444.52,OWN,debt_consolidation,N,241.87,n,1
1948,10000.0, 36 months,CA,80000.0,Partially Verified,4429.0,2193.38,RENT,debt_consolidation,N,329.24,n,1
2212,23000.0, 36 months,NY,210000.0,Verified,,2051.29,RENT,credit_card,N,758.34,n,1
1414,6500.0, 36 months,CT,85000.0,Not Verified,47820.0,214.32,MORTGAGE,home_improvement,N,214.32,n,1
354,8000.0, 36 months,SC,40000.0,Not Verified,2518.0,6316.55,RENT,home_improvement,N,320.16,n,0
96,2500.0, 36 months,WA,52000.0,Partially Verified,12615.0,0.0,RENT,debt_consolidation,Y,98.07,n,0
589,20000.0, 36 months,FL,63000.0,Not Verified,14773.0,278.0,MORTGAGE,debt_consolidation,Y,712.96,n,0
1454,4800.0, 36 months,IL,44200.0,Verified,3588.0,158.15,RENT,credit_card,N,158.15,n,1
2365,17200.0, 36 months,MN,45000.0,Verified,17816.0,0.0,MORTGAGE,debt_consolidation,N,681.51,n,0
2234,32400.0, 60 months,MT,74000.0,Partially Verified,17662.0,50.0,MORTGAGE,debt_consolidation,Y,696.25,n,1
513,29400.0, 36 months,TX,70000.0,Partially Verified,38135.0,1134.09,MORTGAGE,debt_consolidation,Y,1134.09,n,0
71,12000.0, 36 months,NV,78000.0,Not Verified,28900.0,375.99,MORTGAGE,credit_card,N,375.99,n,1
